id,x,y
20558,128.61078,-14.8030294827068
20559,128.599825982389,-14.8008585044028
20560,128.592445394582,-14.802355123951
20561,128.58752589819,-14.8020291066268
20562,128.58211447852,-14.7966012964853
20563,128.577188422331,-14.7901728742724
20564,128.564926478582,-14.7822085574259
20565,128.554093009066,-14.7789640444247
20566,128.551588631271,-14.7684655434024
20567,128.53551289824,-14.7753202230245
20568,128.535521138607,-14.7848101937274
20569,128.522657472755,-14.7873271357888
20570,128.50627927385,-14.7813863407687
20571,128.490349335084,-14.7894294933555
20572,128.475463769937,-14.7865760012017
20573,128.466575690906,-14.797266574856
20574,128.452837253608,-14.8035944464325
20575,128.437389382116,-14.8106854818107
20576,128.430368199396,-14.805015569947
20577,128.417714544355,-14.7955386670902
20578,128.403501211246,-14.8038351832362
20579,128.38884517309,-14.8090843205185
20580,128.380303546982,-14.8213511026739
20581,128.394949071481,-14.8219500814688
20582,128.410692595863,-14.8301804771934
20583,128.42544232333,-14.8399494633711
20584,128.438647730773,-14.8519155641933
20585,128.447062821932,-14.8653889317778
20586,128.457620253595,-14.8798695578878
20587,128.466894413424,-14.8934724124495
20588,128.47488953599,-14.9093729741256
20589,128.470209567666,-14.9249132420594
20590,128.474648729944,-14.941820764658
20591,128.48569496886,-14.9559928215544
20592,128.499172135562,-14.9675416356881
20593,128.510444350293,-14.9799740207338
20594,128.501047788982,-14.9787080032766
20595,128.487171874393,-14.9676265680772
20596,128.473270670393,-14.9563458379915
20597,128.462267744104,-14.9421911683915
20598,128.451673087539,-14.9276673548119
20599,128.440589181057,-14.9135323994074
20600,128.431523125506,-14.898015720175
20601,128.422200522037,-14.8827342572735
20602,128.405751114204,-14.8771216392986
20603,128.410004294785,-14.8889167364554
20604,128.417328836281,-14.9051280555931
20605,128.417478310587,-14.9215872588783
20606,128.423515610081,-14.9383979371293
20607,128.431531329135,-14.9543660457497
20608,128.436615431235,-14.9716089632926
20609,128.44763614996,-14.9855638768272
20610,128.460222604993,-14.9966489128121
20611,128.477179282294,-15.0007582456372
20612,128.469272358459,-15.0042978575675
20613,128.452008257239,-15.0021511898001
20614,128.439321272384,-14.9919107105373
20615,128.428745222793,-14.9785913693694
20616,128.421900830472,-14.9621551338251
20617,128.414024301277,-14.9471494158171
20618,128.400248483361,-14.9380465802786
20619,128.389528115611,-14.9246580720974
20620,128.381128450242,-14.9089608808442
20621,128.371078383825,-14.8941179825955
20622,128.357628076078,-14.885572891891
20623,128.354318525351,-14.9016645279203
20624,128.355329926297,-14.9147391530259
20625,128.354729376088,-14.9320632711825
20626,128.352640572217,-14.9466902072125
20627,128.348214571674,-14.964056669876
20628,128.358318296274,-14.9773097323783
20629,128.372199316558,-14.9879550461711
20630,128.386870699532,-14.9982913700647
20631,128.39805300388,-15.0122649173885
20632,128.408339595876,-15.025619312978
20633,128.410168935258,-15.0376198552814
20634,128.398813919226,-15.0237040964573
20635,128.388211177941,-15.0091960104611
20636,128.373879808803,-14.9984999044014
20637,128.358092758511,-14.9915537011348
20638,128.359777751586,-15.009101486839
20639,128.362444416337,-15.0268415200887
20640,128.366044192123,-15.0444463922186
20641,128.372582822725,-15.0603314917851
20642,128.385598038215,-15.0717097559144
20643,128.377476049202,-15.0701803712907
20644,128.364807657274,-15.0689252696434
20645,128.358654182813,-15.0533386869282
20646,128.342135952443,-15.054496335845
20647,128.332534340595,-15.0426319057805
20648,128.322523639201,-15.0295072784025
20649,128.315157105697,-15.0151115550634
20650,128.309373603243,-14.9992764539261
20651,128.298160939771,-14.9854806630486
20652,128.286240524223,-14.97545472876
20653,128.271274779253,-14.9824842018086
20654,128.255020954039,-14.9886988877052
20655,128.238904856736,-14.9959682306002
20656,128.227031906177,-15.008188069501
20657,128.221435321604,-15.0251587697992
20658,128.213468092494,-15.041218721301
20659,128.205508004255,-15.0572768570972
20660,128.198888264701,-15.0733771815403
20661,128.19550073734,-15.0910443865899
20662,128.202142289176,-15.1053671131451
20663,128.214698818338,-15.1181041230588
20664,128.222915513242,-15.1340511405385
20665,128.222267202586,-15.1503332155186
20789,128.119767743542,-14.9139465965233
20790,128.125999874144,-14.8972985886996
20791,128.133793300442,-14.88112689933
20792,128.132973814253,-14.87049
20797,128.124088539196,-14.8578120960371
20798,128.139520671446,-14.8495316231468
20799,128.154639513982,-14.8413668287414
20800,128.172097791494,-14.8404374774841
20801,128.189567241642,-14.8379375534087
20802,128.193152640173,-14.8275520839774
20803,128.182864387051,-14.813798585291
20804,128.176072179081,-14.797714874159
20805,128.175751682382,-14.779786964752
20806,128.181031182802,-14.7626284582157
20807,128.178307377044,-14.7465309605424
20808,128.170468906738,-14.7433499366437
20809,128.187592035333,-14.7421081858885
20810,128.203020087139,-14.7407799133983
20811,128.214507095693,-14.7537309981951
20812,128.22477248659,-14.7453372091227
20813,128.216556781808,-14.7401682259628
20814,128.216109856581,-14.7272723660244
20815,128.216902111667,-14.7158698921527
20816,128.202426185213,-14.7081718214374
20817,128.188893615918,-14.714036094222
20818,128.171450127872,-14.7118581897755
20819,128.155919457537,-14.7046743429745
20820,128.150472907265,-14.696670525316
